Gas Tariff ID,LDZ ID,Usage Band Min,Usage Band Max,Earliest Contract Start Date,Latest Contract Start Date,Daily Standing Charge,Monthly Standing Charge,Quarterly Standing Charge,Daily Standing Charge AMR,Monthly Standing Charge AMR,Quarterly Standing Charge AMR,Unit Rate,Pricing Start Date,Pricing End Date,,
a0b30000002iZJH,a0Z30000004Rl9D,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004Rl9D,73267,109901,,,0,,,,,,2.5018,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004Rl9D,109902,146535,,,0,,,,,,2.4342,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004Rl9D,146536,219803,,,0,,,,,,2.3493,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004Rl9D,219804,293071,,,0,,,,,,2.3254,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDQ,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDQ,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDQ,36634,73266,,,0,,,,,,2.7376,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDQ,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDQ,73267,109901,,,0,,,,,,2.4369,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDQ,109902,146535,,,0,,,,,,2.3874,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDQ,146536,219803,,,0,,,,,,2.3039,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDQ,219804,293071,,,0,,,,,,2.296,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlEE,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlEE,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEE,36634,73266,,,0,,,,,,2.8498,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlEE,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEE,73267,109901,,,0,,,,,,2.5386,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEE,109902,146535,,,0,,,,,,2.484,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEE,146536,219803,,,0,,,,,,2.3953,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEE,219804,293071,,,0,,,,,,2.3864,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDk,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDk,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDk,36634,73266,,,0,,,,,,2.8362,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDk,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDk,73267,109901,,,0,,,,,,2.525,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDk,109902,146535,,,0,,,,,,2.4704,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDk,146536,219803,,,0,,,,,,2.3817,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDk,219804,293071,,,0,,,,,,2.3728,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDV,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDV,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDV,36634,73266,,,0,,,,,,2.9167,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDV,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDV,73267,109901,,,0,,,,,,2.5987,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDV,109902,146535,,,0,,,,,,2.5407,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDV,146536,219803,,,0,,,,,,2.4485,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDV,219804,293071,,,0,,,,,,2.4393,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDp,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDp,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDp,36634,73266,,,0,,,,,,2.8454,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDp,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDp,73267,109901,,,0,,,,,,2.5475,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDp,109902,146535,,,0,,,,,,2.4997,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDp,146536,219803,,,0,,,,,,2.4178,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDp,219804,293071,,,0,,,,,,2.41,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlEJ,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlEJ,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEJ,36634,73266,,,0,,,,,,2.8481,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlEJ,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEJ,73267,109901,,,0,,,,,,2.541,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEJ,109902,146535,,,0,,,,,,2.4884,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEJ,146536,219803,,,0,,,,,,2.4018,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlEJ,219804,293071,,,0,,,,,,2.3933,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDu,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDu,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDu,36634,73266,,,0,,,,,,2.8723,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDu,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDu,73267,109901,,,0,,,,,,2.5656,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDu,109902,146535,,,0,,,,,,2.513,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDu,146536,219803,,,0,,,,,,2.4264,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDu,219804,293071,,,0,,,,,,2.4178,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDz,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDz,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDz,36634,73266,,,0,,,,,,2.929,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDz,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDz,73267,109901,,,0,,,,,,2.6222,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDz,109902,146535,,,0,,,,,,2.5697,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDz,146536,219803,,,0,,,,,,2.483,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDz,219804,293071,,,0,,,,,,2.4748,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlE4,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlE4,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE4,36634,73266,,,0,,,,,,2.9471,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlE4,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE4,73267,109901,,,0,,,,,,2.6396,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE4,109902,146535,,,0,,,,,,2.5867,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE4,146536,219803,,,0,,,,,,2.4997,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE4,219804,293071,,,0,,,,,,2.4912,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDf,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDf,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDf,36634,73266,,,0,,,,,,2.8751,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDf,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDf,73267,109901,,,0,,,,,,2.5741,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDf,109902,146535,,,0,,,,,,2.525,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDf,146536,219803,,,0,,,,,,2.4414,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDf,219804,293071,,,0,,,,,,2.4335,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDa,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDa,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDa,36634,73266,,,0,,,,,,2.9928,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlDa,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDa,73267,109901,,,0,,,,,,2.6853,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDa,109902,146535,,,0,,,,,,2.6324,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDa,146536,219803,,,0,,,,,,2.5455,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlDa,219804,293071,,,0,,,,,,2.5369,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlE9,1,10000,,,35,,,,,,1.9414,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlE9,10001,36633,,,79,,,,,,1.9072,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE9,36634,73266,,,0,,,,,,2.8495,2020-09-09T00:00:00Z,,,
a0b30000002iZJH,a0Z30000004RlE9,36634,73266,,,164,,,,,,1.8731,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE9,73267,109901,,,0,,,,,,2.5417,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE9,109902,146535,,,0,,,,,,2.4891,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE9,146536,219803,,,0,,,,,,2.4021,2020-09-09T00:00:00Z,,,
a0b1B00000Q0qTi,a0Z30000004RlE9,219804,293071,,,0,,,,,,2.3936,2020-09-09T00:00:00Z,,,
