Electricity_Tariff__c,PES_Area__c,Profile Class,Tariff Type,Usage Band Min,Usage Band Max,Earliest Contract Start Date,Latest Contract Start Date,Daily Standing Charge,Monthly Standing Charge,Quarterly Standing Charge,Daily Standing Charge AMR,Monthly Standing Charge AMR,Quarterly Standing Charge AMR,Unit Rate,Night Unit Rate,Evening Weekend Unit Rate,FIT Charge,Pricing Start,Pricing End
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,16.36,11.78,14.21,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,16.34,11.76,14.2,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,16.38,11.8,14.24,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,16.4,11.82,14.26,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,35.52,,,,,,17.26,12.68,15.12,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.46,,,,,,15.41,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.46,,,,,,15.06,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.46,,,,,,15.04,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.46,,,,,,15.05,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.46,,,,,,15.07,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.96,,,,,,15.98,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,27.19,,,,,,15.44,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,27.19,,,,,,14.9,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,27.19,,,,,,14.94,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,27.19,,,,,,14.92,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,27.19,,,,,,14.93,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,33.69,,,,,,15.82,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,14.83,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,14.71,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,14.7,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,14.74,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,29.02,,,,,,14.76,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,35.52,,,,,,15.62,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.69,11.85,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.42,11.58,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.42,11.58,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.41,11.57,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.43,11.59,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.1,,,,,,16.34,12.5,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,15.34,11.92,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,15,11.58,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,15,11.58,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,15.07,11.65,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,15.08,11.66,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,34.99,,,,,,15.97,12.55,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,15.24,12.28,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.57,11.61,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.64,11.67,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.64,11.68,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.66,11.7,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,38.43,,,,,,15.52,12.56,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,17.6,,13.23,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,17.34,,12.96,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,17.34,,12.96,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,17.33,,12.95,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,17.35,,12.97,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.1,,,,,,18.26,,13.88,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,16.82,,13.3,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,16.49,,12.97,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,16.48,,12.96,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,16.56,,13.03,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,16.56,,13.04,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,34.99,,,,,,17.45,,13.93,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,16.45,,13.54,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,15.77,,12.86,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,15.84,,12.93,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,15.84,,12.93,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,15.86,,12.95,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,38.43,,,,,,16.72,,13.81,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.24,11.51,13.63,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.98,11.24,13.37,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.98,11.24,13.37,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.97,11.23,13.36,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.99,11.25,13.38,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.1,,,,,,15.9,12.16,14.29,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.86,11.55,13.69,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.52,11.22,13.36,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.52,11.21,13.35,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.59,11.28,13.42,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.6,11.29,13.43,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,34.99,,,,,,15.49,12.18,14.32,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.86,11.89,13.93,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.19,11.21,13.25,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.26,11.28,13.32,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.26,11.28,13.32,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.28,11.3,13.34,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,38.43,,,,,,15.14,12.16,14.2,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,15.02,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.75,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.75,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.74,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.6,,,,,,14.76,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.1,,,,,,15.67,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.74,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.41,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.4,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.48,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,28.49,,,,,,14.48,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,34.99,,,,,,15.37,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.73,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.05,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.12,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.12,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.93,,,,,,14.14,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,38.43,,,,,,15,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.76,,13.64,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.61,,13.5,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.62,,13.51,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.6,,13.49,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.62,,13.51,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.26,,,,,,17.53,,14.42,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.36,,14,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.15,,13.79,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.18,,13.83,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.24,,13.89,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.25,,13.9,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.77,,,,,,17.14,,14.79,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16.12,,14.27,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,15.98,,14.12,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16.02,,14.17,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16.05,,14.19,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16.05,,14.19,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,32.05,,,,,,16.91,,15.05,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.66,12.21,14.22,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.51,12.06,14.08,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.52,12.07,14.09,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.5,12.05,14.07,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,16.52,12.07,14.09,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.26,,,,,,17.43,12.98,15,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.29,12.52,14.6,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.08,12.31,14.39,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.11,12.34,14.43,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.17,12.4,14.48,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.27,,,,,,16.18,12.41,14.49,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.77,,,,,,17.07,13.3,15.38,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16.07,12.85,14.83,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,15.93,12.7,14.69,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,15.97,12.75,14.73,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16,12.78,14.76,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,25.55,,,,,,16,12.77,14.76,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,32.05,,,,,,16.86,13.63,15.62,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,0,4999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,14.91,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,5000,9999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,14.77,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,10000,19999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,14.78,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,20000,49999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,14.76,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,50000,99999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,24.76,,,,,,14.78,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDV,1,1,100000,99999999,2021-03-01T00:00:00Z,2021-09-30T00:00:00Z,31.26,,,,,,15.69,,,,2020-09-14T00:00:00Z,
