Electricity_Tariff__c,PES_Area__c,Profile Class,Tariff Type,Usage Band Min,Usage Band Max,Earliest Contract Start Date,Latest Contract Start Date,Daily Standing Charge,Monthly Standing Charge,Quarterly Standing Charge,Daily Standing Charge AMR,Monthly Standing Charge AMR,Quarterly Standing Charge AMR,Unit Rate,Night Unit Rate,Evening Weekend Unit Rate,FIT Charge,Pricing Start,Pricing End
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,,11.71,,,2020-09-14T00:00:00Z,2020-09-15T00:00:00Z
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,15.35,11.36,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,15.33,11.34,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,15.34,11.35,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,15.36,11.37,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.56,,,,,,16.27,12.28,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,15.65,12.12,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,15.11,11.58,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,15.15,11.62,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,15.13,11.6,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,15.14,11.61,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,33.29,,,,,,16.03,12.5,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.97,11.91,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.85,11.79,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.83,11.77,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.87,11.82,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.89,11.84,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,35.12,,,,,,15.75,12.7,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.63,,13.2,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.28,,12.85,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.26,,12.83,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.27,,12.84,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.29,,12.86,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.56,,,,,,18.2,,13.77,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,17.13,,13.59,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.59,,13.05,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.63,,13.09,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.61,,13.07,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.62,,13.08,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,33.29,,,,,,17.51,,13.97,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16.15,,13.25,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16.03,,13.13,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16.01,,13.11,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16.05,,13.16,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16.07,,13.18,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,35.12,,,,,,16.93,,14.04,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.5,11.36,13.93,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.15,11.01,13.58,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.13,10.99,13.56,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.14,11,13.57,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,17.16,11.02,13.59,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.56,,,,,,18.07,11.93,14.5,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,17.04,11.72,14.33,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.49,11.18,13.79,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.54,11.22,13.83,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.52,11.2,13.81,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,16.52,11.21,13.82,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,33.29,,,,,,17.41,12.1,14.71,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16.08,11.5,13.94,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,15.96,11.38,13.81,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,15.94,11.36,13.8,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,15.98,11.4,13.84,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,16,11.42,13.86,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,35.12,,,,,,16.86,12.28,14.72,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,15.01,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,14.66,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,14.64,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,14.65,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,25.06,,,,,,14.67,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.56,,,,,,15.58,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,15.04,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,14.5,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,14.54,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,14.52,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,26.79,,,,,,14.53,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,33.29,,,,,,15.42,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.43,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.31,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.3,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.34,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.62,,,,,,14.36,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004Rl9D,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,35.12,,,,,,15.22,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,15.29,11.45,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,15.02,11.18,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,15.02,11.18,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,15.01,11.17,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,15.03,11.19,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,30.7,,,,,,15.94,12.1,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.94,11.52,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.6,11.18,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.6,11.18,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.67,11.25,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.68,11.26,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,34.59,,,,,,15.57,12.15,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,14.84,11.88,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,14.17,11.21,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,14.24,11.27,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,14.24,11.28,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,14.26,11.3,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,38.03,,,,,,15.12,12.16,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,17.2,,12.83,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,16.94,,12.56,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,16.94,,12.56,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,16.93,,12.55,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,16.95,,12.57,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,30.7,,,,,,17.86,,13.48,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,16.42,,12.9,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,16.09,,12.57,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,16.08,,12.56,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,16.16,,12.63,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,16.16,,12.64,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,34.59,,,,,,17.05,,13.53,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,16.05,,13.14,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,15.37,,12.46,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,15.44,,12.53,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,15.44,,12.53,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,15.46,,12.55,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,38.03,,,,,,16.32,,13.41,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.84,11.11,13.23,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.58,10.84,12.97,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.58,10.84,12.97,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.57,10.83,12.96,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.59,10.85,12.98,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,30.7,,,,,,15.5,11.76,13.89,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.46,11.15,13.29,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.12,10.82,12.96,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.12,10.81,12.95,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.19,10.88,13.02,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.2,10.89,13.03,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,34.59,,,,,,15.09,11.78,13.92,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,14.46,11.49,13.53,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,13.79,10.81,12.85,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,13.86,10.88,12.92,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,13.86,10.88,12.92,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,31.53,,,,,,13.88,10.9,12.94,,2020-09-14T00:00:00Z,
a0h1B00000FLP7R,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,38.03,,,,,,14.74,11.76,13.8,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.62,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.35,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.35,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.34,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,50000,99999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,24.2,,,,,,14.36,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7H,a0Z30000004RlDQ,1,1,100000,99999999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,30.7,,,,,,15.27,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,0,4999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.34,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,5000,9999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.01,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,10000,19999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14,,,,2020-09-14T00:00:00Z,
a0h1B00000FLP7M,a0Z30000004RlDQ,1,1,20000,49999,2020-09-14T00:00:00Z,2021-02-28T00:00:00Z,28.09,,,,,,14.08,,,,2020-09-14T00:00:00Z,
